pi_id,name
447673,Lee Miller
563536,Sara McLafferty
365799,Dirk Bernhardt-Walther
409073,Gonzalo Arce
420995,Tyrone Vincent
558605,Warren Mori
521752,Karl Levitt
226146,Thomas Andriacchi
401964,Jose-Manuel Alonso
224101,Alan Stahl
560332,Elizabeth Belding
408476,Andrew Klapper
549639,Mark Moll
327312,Sharon Stansfield
511676,Claudio Cioffi-Revilla
542388,Angelos Stavrou
409099,Edward Rothwell
553664,Mahesh Viswanathan
471524,John Beggs
563399,Shaun Kane
317020,Michael Hanmer
541157,YongGang Huang
500058,Assaf Zeevi
550294,Susanne Brenner
560698,Jodi Schwarz
463422,Ricardo von Borries
455742,Rod Wing
533211,Laurent El Ghaoui
343360,Ira Rudowsky
96414,Leif Finkel
232451,Radha Nandkumar
497072,Mitchel Resnick
457198,Puneet Gupta
518236,Tim Oates
369204,Ronald Rivest
375319,David Rocke
441771,Daniel Lidar
540553,Xingwei Wang
470917,Giorgio Casinovi
423641,Rose von Thater-Braan
518044,Jennifer Mankoff
560572,Philip Erickson
343207,Gordon Stuber
180543,Shun-Lien Chuang
475523,Narayana Santhanam
548348,Adam Bargteil
284924,Timothy Levin
1776,James Lumpp
267347,Munirathnam Srikanth
198121,Dan Moldovan
479306,J. Ross Beveridge
292961,Nathan Stone
451785,Jose Moura
294815,Aleksandar Dogandzic
529834,Esther Angert
435841,William Gaillard
546592,Robert Heckman
558641,Murat Kantarcioglu
289998,Raya Fidel
409681,Gruia Calinescu
530768,Kenneth Anderson
44539,Keith Beckman
561831,ERIC POP
511536,Christiane Fellbaum
508324,Vikramjit Mitra
443269,Jay Bolter
15950,Roy Benton
545691,Vijaya Kumar Devabhaktuni
493797,Ezra B. Zubrow
542051,Yury Makarychev
139706,Joseph Kabara
233745,Nohpill Park
425873,Juliet Brosing
213414,Sharad Malik
533171,Debra Socia
562496,Rahul Sarpeshkar
380538,Kevin Rosenblatt
410143,Irina Shklovski
364451,Yanqing Deng
541955,David Jacobs
523780,Jian-Jian Ren
550475,Michael Flynn
183958,Ashok Bharucha
490327,Bradley Clement
409782,Dongwan Shin
421545,Ellen Marks
553885,Ari Juels
531216,Thom LaBean
305903,Gautam Singh
550994,Y. Charlie Hu
376316,Stefano Carpin
560279,Sriram Chellappan
332185,Markus Pueschel
84193,Kenneth Peffers
418721,Joseph Geunes
540286,Maged Dessouky
547983,Kenneth Fleischmann
505732,Scott Dexter
561957,"Frederick Brooks, Jr"
549679,Mary Dias
562943,Shaddin Dughmi
560350,Michael Arbib
408491,Willy Hereman
167169,Richard Mayer
62564,Richard Haddad
544020,Matthew Glaser
339431,Mauricio Papa
547733,Malcolm Hunter
547027,Florian Potra
560771,Mohammad Tehranipoor
517554,Alexandre Chorin
550859,Chitaranjan Das
538796,Samir Khuller
521488,Dan Boneh
361939,Jeffrey MacKie-Mason
435447,Craig Wills
33737,Robbyn Bennett
559224,Seung-Jong Park
461723,Jelena Srebric
521726,Sorin Lerner
561510,Terry Benzel
521979,Veena Misra
358210,Daniel Fink
557467,Edmond Dougherty
550976,Andrew McGregor
551769,Abel Rodriguez
132553,Vaughan Pratt
423906,Tara Hutchinson
276491,Sandeep Neema
507685,Dennis Bernstein
218124,Alexandros Eleftheriadis
117118,Dionissios Karvelas
332127,Gabriel Loh
543550,Yijuan Lu
118861,Wai-Mo Suen
217636,John Birdwell
106603,Kenneth Crews
443512,Patricia Dombrowski
485160,Ravi Ramamoorthi
531363,Alan Karr
224941,Ronald Breaker
402054,Dharma Agrawal
478022,Lane Hemaspaandra
326088,Benjamin Watson
513336,Muthu Wijesundara
116325,Allan Johannesen
440640,John Levine
386979,Glenn Kleiman
547118,Oliver Buhler
552833,Arthur Glenberg
527092,Merrick Furst
465012,Jonathan Bird
280083,Samuel Musa
209826,Clarence Ellis
475367,Peder Pedersen
390225,Dongjun Lee
403090,Gergely Zaruba
207755,Denbigh Starkey
543562,Bahram Nabet
100097,Joseph Shinnerl
381873,Michael Richman
563514,Richard N. Smith
549258,Anastasios Mourikis
550137,Nora Rifon
550120,Yiorgos Makris
505744,Reda Ammar
523522,Sanford Simon
259240,David Wallace
371822,Jeremy Dawson
209868,Jane W. S. Liu
557830,Edward Allen
142284,Richard Greenberg
415103,Dan Schonfeld
545233,David Neilsen
527958,Anthony Ives
521864,Amanda Holland-Minkley
499479,Robert Geraci
557914,Jan Boll
463139,Diana Smetters
560826,Glenn Fredrickson
557985,Angela Wilson
527362,David Bayer
343485,Linda Phaire-Washington
276437,David Farber
387870,William Predebon
461728,Stephanie Guerlain
549818,Charles Anderson
564815,Michael J. Scott
478205,Alessandro Flammini
559871,Vivek Shetty
472831,Larry Hodges
457714,Shelley Goldman
459180,Dimitrios Maroudas
511485,Z.J. Wang
559069,Kurt Fristrup
423493,Thomas Stahovich
529278,David Yates
138562,Norman Soong
428707,Patrick Richardson
514744,Bjoern Hartmann
500159,Maria Bykhovskaia
258143,Glenn Bruns
260912,Stefano Gregori
493880,Dennis Kafura
517313,Amin Saberi
523772,Caio Soares
342646,Anup Kumar
3061,Gary Ewen
402488,Shidong Jiang
562674,Chaowei Yang
490675,Gene Eidson
560445,Anthony Bloch
475892,Yoshio Nishi
564209,William Griswold
478386,Tomoyuki Yoshie
556614,James Sutherland
522431,Curtis Hillegas
357221,Fabio Pellacini
339272,David Bunker
106155,Konstantine Iourcha
414805,Ke-Gang Wang
529950,Mor Naaman
506602,Barbara Chapman
30763,Francis Arcangel
549952,Russell Tessier
565195,Damon McCoy
560196,Yang Cao
511959,Michael Georgiopoulos
336811,Dimitri Theodoratos
472308,James Baker
381339,Melvin Fitting
194525,Marc Resnick
510210,Donald Fisher
551819,Aaron Panofsky
541501,Bela Bollobas
284682,Gilead Tadmor
491915,Ioana Banicescu
380686,Richard Detmer
350293,Jared Tanner
355542,Victor Strozak
62860,David Musser
283430,Stephen Simms
175521,Jung Shim
476464,Kent Seamons
319643,Roger Webster
290043,DeLiang Wang
556683,Benjamin Lee
525366,Serge Oktyabrsky
409472,Nian-Feng Tzeng
485219,Matthias Heinkenschloss
498919,Saad Ali
29351,Douglas Stinson
207744,James Merchant
333488,Dibakar Bhattacharyya
498000,Alexander Chizhik
518029,Danny Chen
462214,Roberto Weber
460937,Christopher Weaver
170917,David Geiger
347998,Paul Plassmann
302291,David Johnson
549648,Hugh Bruck
557314,Jeanine Cook
485671,Scott Hauck
57141,Perry Brunelli
29646,Frank Summers
173421,Peter Steinmetz
533228,Han-Wei Shen
553610,Siddhartha Sikdar
559302,Adam Bolton
97604,George Chrisman
335810,Ted Wetherbee
509533,Michal Lipson
513292,Chengyu Cao
561950,Francesco Fedele
516930,Scott Jordan
529586,Clifford Lampe
401102,Jane Kapler Smith
499701,Fay Payton
541064,Shalom Wind
416817,Geoffrey Parker
518537,Waheed Bajwa
460791,Kamil Iskra
534438,Denys Poshyvanyk
407583,Ivan Howitt
121430,Mohamed-Slim Alouini
551829,Gary Olson
550495,Danielle McNamara
548364,George Porter
33183,Lawrence Picus
165267,Keiko Nomura
118431,Kimberly Wasserman
446709,Vasile Rus
533238,Steven Weber
461118,Karen Panetta
541857,Jennifer Neville
542054,Mary Hall
157976,Victor Wallace
337700,Frank Tendick
478385,Qing Huo Liu
339521,Haiping Xu
560995,Robert Kraut
496669,Tsu-Wei Chou
547105,Kris Gutierrez
397088,Tonny Oyana
524886,David Greve
74576,Doran Wilde
519748,Jihie Kim
494088,Mounir Ben Ghalia
38098,Marek Druzdzel
554036,T. Florian Jaeger
345815,Elyse Rosenbaum
95199,George Strain
419684,Thomas Hagstrom
21346,Roberto Bamberger
559137,Thomas Murphy
465982,F. Scott Anderson
476824,Barry Nelson
100902,Leo Bachmair
455489,Kathryn Bartol
541388,Charles Fleddermann
558340,Tom McKlin
409925,Kien Hua
70935,Sekharipuram Ravi
339640,Giuseppe Ateniese
193446,Nancy Dluhy
530494,Vasiliy Kolchenko
520911,Robert Meyer
424921,Qi Mi
338841,Ashwani K. Kapila
519432,William Baumann
562903,Paul Cuff
505630,Jan Hesthaven
376372,John Weare
309264,Ashit Talukder
289591,Adrienne Perlman
561013,James Lester
544620,Mariesa Crow
326919,Robert Hansman
521186,Bin Yu
180282,Karen Chapple
440747,Barrett Bryant
475315,Joachim Grenestedt
549530,Douglas Boyer
528405,Agnes Chan
536447,Dean Urban
282116,Mukul Goyal
546033,Shengli Zhou
213632,Peter Cappelli
216030,David Surma
541878,Susan Davidson
549890,Arvind Krishnamurthy
497441,Richard Baraniuk
551151,Lucien Vattel
482442,Martin Weinberg
525660,Geoffrey Voelker
527266,Nora Sabelli
320638,David Smallberg
439289,Sorin Draghici
563382,Richard Whaley
525578,Shivakumar Sastry
542023,Marco Caccamo
161576,Ramesh Farzanfar
549387,Ronald Arkin
320958,Peter Schroder
530056,Christopher Healey
226063,Sangjin Hong
184113,Izak Duenyas
527037,Gaurav Sharma
563409,B. Aditya Prakash
564821,Andrea Fumagalli
489182,Elizabeth Marsh
425858,Andreas Stefik
514935,Justin Gross
193135,John Freeouf
323304,Judith McShannon
11959,Allen Schwartz
409428,Dana Angluin
535405,Reetuparna Das
557516,Lydia Kavraki
451185,Boris Altshuler
376742,Yan Ping Xin
361593,Howard Beck
436368,Robert L. Pennington
178394,Bridget Schwafel
487903,Stephen S. Yau
376657,Hiller Spires
301776,Joanne Luciano
561660,Christophe Bobda
531748,Xiaohua Li
398870,James Uber
354961,Alan Bond
527838,Patricia Limerick
561463,Chandra Krintz
541367,Mark Tuckerman
513264,YuMing Zhang
535333,Yafeng Yin
565184,Chunsheng Xin
513285,Martin Wells
543548,Anne Ngu
564217,Amy Connolly
491824,Leonard Spinu
271558,Diane Maclagan
456794,Brian Spitzberg
213118,Janice Grackin
294953,David Nister
421670,Ellen Longmire
528329,Peter Stephenson
438877,Barbara Ryder
541778,Yiling Chen
260886,Tod Sizer
521837,Mark Gordon
516825,Andrea Baruchin
73604,James Blair West
541979,Jianting Zhang
473578,David Alexander
462213,John Miller
466830,Joao Setubal
472939,Amit Jain
486875,Brian Evans
179503,Richard Barton
343336,James Jeffers
471476,Ajit Subramaniam
406718,Aris Ouksel
402209,Matthew Salganik
549583,Richard Murray
33996,Steven Bibyk
542016,Mahmut Kandemir
124398,W Goe
565081,Jeffrey Kinne
529958,Yu Michael Zhu
420959,Paolo Sivilotti
139929,Rajeev Raje
94744,Timothy Secomb
450997,Stephanie Schwartz
535238,Sandeep Gupta
486090,Karl Wimmer
559581,Nichole Pinkard
518376,Wu-chi Feng
550604,Ramesh Karri
355632,Bobbie-Jo Webb-Robertson
476812,Randa Shehab
69600,Shiaofen Fang
464219,Paul Dourish
250190,Bruce Gooch
551747,Jessica Nelson-Taylor
486396,Gabriel Robins
309179,Todd M. Austin
146314,Judith Brun
371996,Balu Santhanam
490256,John Doyle
518979,Feng Zhu
560434,Timothy Ahern
436116,John Gilbert
116742,James Bernard
538562,Michael Allen
476806,Nathan Rank
541699,Carl Lagoze
250066,Justin Starren
531848,Shihab Shamma
426398,Robert Wilhelmson
491563,Jasleen Kaur Sahni
56796,Gary Barbour
562945,Andrew Gill
290108,Phebe Sessions
563291,Liran Ma
511583,Hany Farid
560669,Bart Selman
499298,Nalini Venkatasubramanian
448702,Steven Reiss
467986,Edward Felten
521548,Boyana Norris
105669,Vallabhajosyu Sambamurthy
257022,Douglas Flewelling
522463,Aleksandar Stevanovic
558166,Marc Barr
430436,Michael Hahsler
550273,Berk Sunar
552898,Joel Brown
425835,Thomas Parks
529764,Christine Keating
519134,Ani Nenkova
506396,Ashish Deshpande
507827,Randal Beard
564206,Vassiliki Kalogera
485348,Jonathan Eckstein
380742,Ljubomir Perkovic
539179,Ramgopal Mettu
555498,Hao Yan
383893,Natasha Neogi
460450,Peter Franks
410525,Cen Li
172870,Tien Hsia
486138,Sudarshan Srinivasan
193488,Sridhar Balasubramanian
1962,Sandy Schwab
516738,Timothy Reluga
142891,Lynn Choi
49421,Evaggelos Geraniotis
465558,Kostadin Damevski
435115,Tom Peterka
562182,Matthew West
485542,Tilman Wolf
451873,Koushik Sen
292587,Hyune-Ju Kim
520022,Gregory Hislop
293703,Rebecca Richards-Kortum
564069,Satyandra Gupta
387198,Douglas H. Fisher
442887,Paul Schrater
554355,Cynthia Gibas
202940,Stephen Garland
424644,Alma Riska
561682,Richard Karp
457637,Andrew Sornborger
316328,Scott Nettles
524687,Ralph Hollis
468219,Thomas Hilburn
226528,MaryEllen Colten
74796,Michael Luby
529018,Kathryn Culbertson
501850,Stefano Allesina
561924,Xiuwen Liu
553671,Edmund Clarke
550643,Abhijit Chatterjee
489804,David Hogg
563217,Ehab Al-Shaer
33859,Brad Rinas
250029,Audris Mockus
83431,Suad Alagic
351048,- Robby
464254,Ghislain Deslongchamps
508041,Jeffrey Shapiro
489879,John Dolan
290073,Te-Won Lee
521484,Michael Goodrich
552411,Jennifer Burg
322107,Bruce Bargmeyer
497504,Richard Crutcher
525556,Donald Adjeroh
317120,Bruce Char
260261,Beth Dietz-Uhler
456506,Robert Jansen
427342,Manju Ahuja
270346,Lynn Burnstan
559151,Rafael Arce-Nazario
550252,Kemal Akkaya
226685,Florence Reeder
514651,Robert Johnston
451576,Kenneth Joy
486084,Jakub Kurzak
515842,Russell Impagliazzo
320931,Dexter Kozen
535169,Li-Chung Wang
548296,Cynthia Farina
475088,Mary Ashley
550525,Sarfraz Khurshid
496646,Dimitri Ypsilanti
515757,Gene Tsudik
474594,James Bull
503343,Allison Powell
166198,Elsa Macias
511572,Andrew Gelman
3243,Damon Hughes
506872,Kevin Scannell
541634,Chiu Tan
339065,Chance Lewis
545574,Elisabeth Gwinn
271252,R. Tyrrell Rockafellar
295807,Kristina Johnson
30779,Alvin Stutz
560082,Huaping Liu
486576,James Plusquellic
475466,Patricia Davies
301452,Luming Duan
313777,Robert Rakowski
339851,Anh Nguyen-Tuong
432332,Alfred Kobsa
309879,Peter Bottomley
156449,Kevin Theobald
539731,Yushan Yan
57691,Maxim Chekmasov
395651,Bruce Caswell
550669,Dmitri Loguinov
268843,Marietta Cameron
485986,Todd Mowry
383005,Xudong He
385833,Weider Yu
486470,Asis Nasipuri
241768,Diana Sharp
97607,Stephen Cavrak
530391,Brian Noble
474079,Jorge Sofo
550371,Satinder Baveja
554822,William Goddard
540404,Shantenu Jha
430449,Nathan Freier
560916,Kathleen Eggleson
550223,Heng Xu
30727,Paul Wirth
539262,Khrystyne Duddleston
223266,Dennis Livesay
527861,Nils Walter
530277,Jean Mayo
557898,Richard Hooper
490009,Aiichiro Nakano
175531,Herbert Grosch
355232,Solomon Isekeije
353504,Raimund Feldmann
538991,Linda Hayden
550414,Donald Brown
421546,Farzaneh Razzaghi
525724,Philip Blood
518457,Olgica Milenkovic
209618,Hany Ammar
475378,Cheng-Kok Koh
496324,Sadanand Srivastava
474706,Hanno Weitering
140260,Herman Hughes
348194,Sung Shin
67262,Glenn Wilde
550387,Atri Rudra
475259,Matthew Fluet
463135,James Thornton
517762,Zeev Dvir
287416,Kang Zhang
523600,Jing Guo
460714,Walter Gekelman
393336,Zhiping Weng
455559,Ernest Retzel
563091,Evelyn M. Goldfield
142689,Mark Schiefsky
539842,Bruce Koel
289966,Joseph Gray
564596,Douglas Levey
548362,Joseph Ford
561385,Prakash Narayan
424075,Jane Fountain
135431,John F. Foss
250152,Norman Carver
557596,Taylor Martin
560828,Yingxiao Wang
385325,Kedmon Hungwe
493368,Carlos Robles
508065,Philip Brighten Godfrey
559402,Charles Isbell
335502,William McCune
427251,Carl Skelton
77834,John Munson
441185,Shmuel Oren
506031,Natasa Jonoska
320243,Kwong Ng
401830,Jennifer Widom
469708,Philip Andrews
533237,Harish Sethu
535193,John Sartori
168137,Dan Krane
499317,Samik Basu
465581,Shengli Fu
492573,Scott Manalis
320878,Ravindran Kannan
277357,Hans Mittelmann
466605,Aidong Lu
486136,Michael Franz
122768,Suchendra Bhandarkar
540194,David Koppelman
14909,R. Benjamin Knapp
142715,Manuel Blum
508352,Gregory Chirikjian
316236,Alexander Haimovich
290085,I. Jane Mulligan
498265,Thomas Way
520487,David Beaver
382994,Zhifeng Ren
550789,Vinhthuy Phan
550660,Joseph Magliano
550459,Tao Ju
461374,Larry Silverberg
495246,Nuno Miguel Martins
541880,Timothy Menzies
521518,Tse-Chuan Yang
483609,Robert Pless
60519,Howard Eichenbaum
380708,John Impagliazzo
561942,Laura Dabbish
452562,George Yuhasz
540666,Matthew John Krane
553485,Radu Sion
288352,Julian Humphries
307147,Mohsen Shahinpoor
475949,Vladimir Privman
513102,Jonathan Machta
409262,David Binkley
497698,Abigail Mechtenberg
485875,Tal Malkin
518389,Prabhat Mishra
455191,Michelle K. Hall
436476,Henry Abarbanel
565302,Amir Avestimehr
503649,Katherine Spielmann
474977,Sumanta Pattanaik
332121,William Gallagher
501245,Anthony Kroch
451177,Alexander Shvartsman
450591,Marius Zimand
485470,Rico Zenklusen
468588,Hiep Luong
420410,Lisa Grega
549739,Mario Sznaier
500659,Patricia Campbell
523520,Santosh Kumar
555021,Tommaso Melodia
399761,Pierre Petroff
485222,Martin Pelikan
325247,Sudhanva Gurumurthi
382701,Robert Tarjan
427499,Xiaoyang Wang
345714,Alan Demers
556801,Robert van de Geijn
229618,Irena Swanson
252983,Kenneth De Jong
409271,Carolyn Sumners
174830,Elli Angelopoulou
450820,K. Arasu
524799,Mohit Tawarmalani
361842,Sean O'Connor
564946,Alison Flatau
491767,Adrien Treuille
12270,Barry Poulson
538658,Jeffrey Stanton
532060,Mansoor Alam
387450,Norman Sondheimer
517374,Robert Atkinson
216915,Ramachandran Vaidyanathan
421604,Curt Breneman
408895,James Blascovich
227004,James Byrnes
309350,Brett D. Fleisch
557538,Robert Gatchel
556400,Charles Werth
2767,Joseph Serene
561154,Nancy Amato
485281,Hong Hua
564558,Scott Miller
294981,Rahul Telang
420347,Michael Pazzani
517804,Donna Spruijt-Metz
217949,Phillip Chen-Y Sheu
359152,Liguo Song
289580,Stanley Su
338010,Robert Frederking
423737,Robert L. Smith
562913,Jelani Nelson
380682,Arthur Lesk
215916,Johnny Chen
530863,Willis Marti
156063,Rong Wang
529970,David Lazer
550488,Michael Littman
255547,Douglas Goering
482473,James Cordes
57195,Daniel Updegrove
426961,Catherine Bareiss
433427,Daesung Lee
485790,Yan Solihin
486633,Adnan Darwiche
122593,John Eulenberg
493848,Barbara Kucera
1074,J. Bradley Chen
547825,Yaoqi Zhang
107078,Anne Marie Kelly
560571,Anthea Coster
249077,Peng Song
440622,Brian Whitworth
217240,Donald Bouldin
527151,Reagan Moore
397066,Paula Whitlock
385690,Joanne Dugan
549845,Zhuoqing Mao
146169,Elaine Zanutto
516336,Alexander Khitun
557986,Joseph Oppong
535404,Trevor Mudge
84586,Jeffrey Pinto
517181,Jan Mandel
377736,Katherine Compton
508219,Ion Stoica
218583,Yvo Desmedt
497047,Suzanne Paulson
561353,Ruth West
343191,Charles Dowding
260105,Lars Nesheim
550967,Elizabeth Gerber
550599,James Hollan
556350,Wendy Zhang
490060,Andrew Phillips
258460,Ker-I Ko
173560,Mohamed Abdel-Mottaleb
94807,Conway Leovy
499628,Narendra Ahuja
563652,Jiwei Lu
433584,Andrew Grimshaw
29971,Selden Crary
527875,John McCalpin
496281,Byung-hoon Kim
529965,Anthony Aristar
516871,Rebecca Hutchinson
518005,Phokion Kolaitis
549550,Shawn Douglas
343329,Patrick Bobbie
529934,Diana Archangeli
339844,Frank Pfenning
193801,Juri Toomre
520393,Jason Clark
271975,Ivan Marusic
416582,Dongge Li
402077,John Pearce
562296,Alex Liu
529959,Elisa Bertino
377420,Albert Lazzarini
232487,Edward Deckard
430419,Nathan Phillips
539242,Gregory Pottie
540196,Steven Brandt
387321,Fathi Salem
165717,Alan Montgomery
329570,Ronald Sass
257198,Mrinal Sen
496951,Claude Kicklighter
292331,Jacob White
381067,Stuart Newman
517122,David Uttal
260233,Dejan Raskovic
179404,Ronald DeLyser
526412,Katarzyna Keahey
284954,Deirdre Mulligan
441762,Hasan Padamsee
555936,Luis Ceze
410016,Cristian Estan
97332,Paul Viola
194169,Herman Schmit
560763,Benjamin Van Durme
381397,Jessica Fridrich
33738,Kathleen Holliman
401360,Frances Arnold
371236,Brent Heeringa
508788,Dorit Hochbaum
25908,Jack S. Jean
493703,Tor Wager
549674,Homayoon Kazerooni
156746,"Calvin Maurer, Jr."
450215,Shu Lin
462905,Mark Cunningham
527837,Michael Hannigan
155537,Thomas Arrison
355519,Ebon Fisher
550624,Xiaobo Hu
543781,David McDonald
230628,Gary Greenberg
353894,Katherine Ensor
466745,Gregory Watson
552835,M. Adelaida Restrepo
538669,Charless Fowlkes
553684,Peter Stone
528002,Catherine Law
365926,Pedro Domingos
315938,David Kulp
392036,William Navidi
558346,Allison Scott
361107,Barbara Lust
521723,Magda El-Shenawee
560798,David Dill
214975,John Elias
56845,Byron Thorsen
438603,Paul Waddell
551133,Qing Zhao
67328,Lynn Cannon
483881,Edmund Seto
551119,Murat Yuksel
515821,Brian Bailey
184276,Anne Gilliland
465871,Ruth Davis
562848,Pulkit Grover
466733,Timothy Nyerges
464564,Neal Patwari
125790,Charlotte Fischer
339916,Byung Lee
397784,Aaron Kozbelt
290033,Nicholas Asher
520323,James Syvitski
540627,Bertrand Hochwald
409087,Yu-Dong Yao
351123,Thomas P. Wagner
529248,Telle Whitney
332351,Alan Mishchenko
565156,Virginia Williams
531473,Giovanni Pau
308499,Steven Tanimoto
420734,Mario Berges
527973,Karen Mutch-Jones
457204,David Forsyth
559650,Masooda Bashir
267015,Yiji Xia
472184,Miodrag Potkonjak
523630,John McNeill
40411,Onuttom Narayan
376438,Rodney Petersen
519078,Robert Holt
448902,Irving Epstein
549477,Gert Cauwenberghs
564446,Thomas Torgersen
337769,Peter Dobbins
533348,Alexander Hauptmann
509344,Aude Oliva
434804,Adam Janin
557729,Mo-Yuen Chow
353502,George Karabatis
508466,Yiannis Kaznessis
434975,Igor Rivin
429785,Audrey Bennett
425153,Mack Shelley
345060,Qingan Zeng
385994,Wm Randolph Franklin
534304,Mohamed Younis
486306,Namrata Vaswani
279627,Yiyuan Zhao
513124,Mitra Hartmann
250068,James Levine
309499,George Homsy
282036,Charles Bostian
228783,Carl Steidley
450643,David Chin
524459,Elizabeth Henneman
296285,Ashok Agrawala
477110,Yanbei Chen
485853,Matthew Jensen
558152,Vipin Chaudhary
518533,Ronald Parr
517407,Natasha Devroye
501668,Bjarne Stroustrup
177379,Andrzej Szymczak
550465,Steven Sheetz
392479,Lawrence Rabiner
353186,Arleyn Simon
532050,Ramesh Raskar
451788,Bernard Frischer
44538,James Halverson
1235,Ronnie Smith
550356,Aylin Yener
259414,Wilma Olson
147306,Elmont Honea
338161,Nathan Dwyer
97258,Anurag Acharya
560092,Michael Mitzenmacher
558093,Keith Clarke
329367,Rodolfo Diaz
552478,Carlos Wagmister
98336,Michael Orchard
258813,Charles Bouman
561745,Mark Berman
343259,Richard Kufrin
541889,John Peterson
255973,Glenn Prescott
523443,Brian Noehren
166197,Louis Tornatzky
508604,Dana Nau
555574,Kenn Oldham
543535,Dinesh Manocha
90401,Thiagarajan Ravichandran
521913,Paul Rullkoetter
275165,Supriyo Datta
438313,John Ousterhout
389325,Thomas Tullius
426749,Alison Morrison-Shetlar
146286,Gary Wingenbach
522496,Andrew Kahng
521914,Bradley Davidson
565105,Justin Romberg
560703,Alison Leonard
451822,Xiaomin Ma
485895,Victor Pan
258610,Zhe Dang
408974,Christopher Le Dantec
333760,Andrej Sali
513297,Pierre Dupont
473468,Christopher Barrett
501316,Chad Dorsey
553622,James Braun
316216,Daniel Stevenson
560684,Stuart Wolf
503225,John Martinis
546023,Yingnian Wu
523391,Kathleen Melde
409353,Michael Worboys
563463,Kevin Hill
520062,Fernanda Ferreira
394731,Allen Parrish
536919,Patrick Winston
417591,Amir Pnueli
94116,Lucius Chiaraviglio
290034,Jonas Kuhn
554655,Vijay Raghavan
438410,Philip Klein
140224,Prasanta Kalita
521829,Carlos Camacho
518371,Aaron Wagner
537383,Robert Beck
173346,Sam Hsu
540080,Zhu Han
420868,Ronald Fearing
562788,Shiyan Hu
283203,Peter Petrov
551603,Bo Luo
451259,Arthur Calderbank
168138,Travis Doom
523640,Cathy Honghui Xia
157608,Jeff Lewine
366521,Norbert Mulders
424601,Stuart Schwartz
501071,Todd Vision
491962,William Tang
525558,Marie Abate
470070,Angsana Techatassanasoontorn
154576,Ashim Garg
260371,Carl Cowen
460530,Changxu Wu
529982,Winter Mason
348217,Curtis Roads
383996,Jaehwan Lee
183023,Anne Condon
384746,Roman Polyak
558328,Robin Shoop
333515,David Mumford
290968,Rodney Brooks
203833,N. Hari Narayanan
253900,Laura Thompson
486272,Mohamed Shehab
345756,Keith Provan
337516,Vladimir Lifschitz
440994,Athanasios Meliopoulos
290088,Ben Schooley
521549,Rajeev Thakur
543540,Jonathan Maletic
553788,Thomas Ristenpart
526981,Edward Vul
432421,Martine Ceberio
292429,Thomas Downar
303840,Frits Ruymgaart
183165,Robert Lucas
270550,Marianne De Laet
479529,Paula Velluto
478197,Thomas Wu
425908,Danmary Albertini
343351,John Shirley
488553,John Schieffer
146313,Judy Armstrong
553707,Ramesh Govindan
328586,James Aylor
434651,Bharat Joshi
464134,Heather Pfeiffer
15947,Beatrice Fernandez
226279,Howard Erickson
308696,Anand Swaminathan
526936,Tian He
563875,Christopher Re
454038,Moses Liskov
195067,Cesar Munoz
520332,Anna Waldron
485535,Aparna Das
353592,Dmitry Goldgof
352200,Murray Turoff
355871,Aisling Kelliher
210985,Roman Kuc
257815,Caroline Whitbeck
289988,Barbara Wildemuth
559671,Yan Wan
255915,Michael E. Smith
523953,David Siegel
531851,Timothy Horiuchi
440692,Ethan Katsh
564263,John Hamilton
512529,Mark Friesen
184116,Joni Jones
487933,Myung Hee Lee
284923,Thuy Nguyen
409156,Mark Braunstein
527794,Timothy Simpson
126281,Matthew Berkemeier
425364,Robert Pennock
505886,Niels da Vitoria Lobo
491854,Bertan Bakkaloglu
459723,Kevin Czajkowski
94803,Joseph Devinny
429743,Adam Fontecchio
118487,Mischa Schwartz
213692,Dennis Heimbigner
503234,Yun Zhuang
24590,Kenneth A Kennedy
284568,Michele Pagano
503906,Herbert Dershem
492490,Xintao Wu
478173,Denis Nekipelov
560070,Thurmon Lockhart
67145,Tim Buenz
558869,Thomas Hacker
562662,Hridesh Rajan
142969,Tesfa Haile
409510,Olfa Nasraoui
409400,Miriam Metzger
550052,Andrew Meltzoff
233492,Prasad Akella
275409,Igor Mezic
283094,Scott Kaplan
543784,Manuela Campanelli
250277,James Coughlan
3019,Robert Winner
451830,Brian Levine
502875,Thomas Chen
459379,Hanqi Zhuang
550644,Satish Kumar
517512,Erica Halverson
496821,Calvin Lin
199938,Glenn Martyna
67289,Da-Hsuan Feng
522598,Lyudmyla Barannyk
535116,Dongsheng Ma
560166,Raheem Beyah
491296,Yanni Sun
466850,Rohit Loomba
517858,Aniket Kittur
471235,Jason Watters
345579,Wen-mei Hwu
380674,Helen Berman
475434,Narayan Mandayam
528138,Joanna Goode
443147,Tomasz Strzalkowski
550369,Seung Hyun Kim
555863,Jeffrey Gray
346657,Hongjie Dai
153343,Robert Maier
559463,Madhu Reddy
29637,Steven Bass
554207,Marian Chertow
320519,John Michael Boardman
421965,Victoria Coles
498816,Andrea Chiba
538594,Peter Clote
524677,David Rosen
168685,Francis Willingham
438729,Elmer Bernstam
290509,Paul Schimpf
518418,Stephanie Reich
370768,Gio Wiederhold
409620,Aaron Bobick
207142,Lawrence Wolff
225703,Frank Seagull
525394,Portonovo Ayyaswamy
362158,Guy-Alain Amoussou
384222,Janice Coen
56820,Theodore Poehler
562741,Alexandra Meliou
486496,Francis Quek
3063,Malcolm Brantz
